City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Nouakchott,MR,18.0858,-15.9785,80.53,33,99,16.58,overcast clouds
695,Belem,BR,-1.4558,-48.5044,73.44,94,75,12.66,broken clouds
696,Lincoln,US,40.8,-96.667,50.38,46,1,6.91,clear sky
697,Bougouni,ML,11.417,-7.479,83.8,20,8,3.42,clear sky
698,Kantemirovka,RU,49.7089,39.8592,43.99,94,100,7.27,overcast clouds
699,Wangou,CN,42.0623,126.9127,23.86,93,53,5.46,light snow
700,Hokitika,NZ,-42.7167,170.9667,61.38,79,100,2.42,overcast clouds
701,Kamarion,GR,36.8,25.8167,62.02,82,100,20.98,overcast clouds
702,Biltine,TD,14.5333,20.9167,80.17,14,6,7.9,clear sky
703,Jiuquan,CN,39.7432,98.5174,18.0,66,0,4.36,clear sky
704,Sachin,IN,21.0833,72.8833,76.89,47,33,6.91,smoke
705,Cairns,AU,-16.9167,145.7667,75.15,94,40,1.14,scattered clouds
706,Strezhevoy,RU,60.7333,77.5889,15.78,96,100,3.51,overcast clouds
707,Benguela,AO,-12.5763,13.4055,76.73,79,100,10.2,overcast clouds
708,Cicero Dantas,BR,-10.6,-38.3833,73.62,86,100,14.88,light rain
709,Gejiu,CN,23.306,103.1635,42.46,96,12,2.37,few clouds
710,Oyem,GA,1.5995,11.5793,73.22,72,82,1.63,broken clouds
711,Thunder Bay,CA,48.4001,-89.3168,31.98,55,75,13.8,broken clouds
712,Gidam,IN,18.9833,81.4,63.25,68,91,2.53,overcast clouds
713,Krasnaya Gora,RU,52.9995,31.6023,37.31,95,100,10.69,overcast clouds
714,Tomatlan,MX,19.9333,-105.25,89.87,41,52,6.91,broken clouds
715,Ixtapa,MX,20.7,-105.2,83.43,54,75,2.3,broken clouds
716,Yerbogachen,RU,61.2767,108.0108,-7.82,100,100,2.04,overcast clouds
717,Raudeberg,NO,61.9875,5.1352,27.27,41,100,5.97,overcast clouds
718,Okitipupa,NG,6.5047,4.7839,77.83,89,95,3.0,overcast clouds
